id,home,away,part_of_competition,Time,Event,Outcome,Team,Club,Player,Goalkeeper,attendance,time (utc),date,year
237816.0,Real Salt Lake,San Jose Earthquakes, Regular Season 2008,73',Dema Kovalenko powers the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,Real Salt Lake,Dema Kovalenko,Joe Cannon,15977,01:00,"Saturday, May 31",2008.0
237840.0,LA Galaxy,Columbus Crew SC, Regular Season 2008,71',Robbie Rogers powers the penalty kick with his right foot high through the middle and scores!! The goalkeeper was nowhere near the shot.,Goal,Away,Columbus Crew SC,Robbie Rogers,Steve Cronin,27000,02:30,"Saturday, June 21",2008.0
237840.0,LA Galaxy,Columbus Crew SC, Regular Season 2008,83',Landon Donovan places the penalty kick with his right foot to the lower right corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Home,LA Galaxy,Landon Donovan,Will Hesmer,27000,02:30,"Saturday, June 21",2008.0
237798.0,Colorado Rapids,Real Salt Lake, Regular Season 2008,83',Christian Gomez places the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,Colorado Rapids,Christian Gomez,Nick Rimando,11414,01:30,"Thursday, May 15",2008.0
237848.0,DC United,LA Galaxy, Regular Season 2008,5',Jaime Moreno places the penalty kick with his right foot to the lower right corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,DC United,Jaime Moreno,Steve Cronin,35979,16:00,"Sunday, June 29",2008.0
237843.0,Columbus Crew SC,Colorado Rapids, Regular Season 2008,53',Guillermo Barros Schelotto places the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,Columbus Crew SC,Guillermo Barros Schelotto,Bouna Coundoul,12254,23:30,"Saturday, June 28",2008.0
262202.0,San Jose Earthquakes,LA Galaxy, Regular Season 2009,6',Pablo Campos places the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Home,San Jose Earthquakes,Pablo Campos,Donovan Ricketts,17128,20:30,"Saturday, June 20",2009.0
262195.0,DC United,Chicago Fire FC, Regular Season 2009,24',Jaime Moreno places the penalty kick with his right foot to the upper left corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,DC United,Jaime Moreno,Jon Busch,18369,23:30,"Saturday, June 13",2009.0
262189.0,Sporting Kansas City,Columbus Crew SC, Regular Season 2009,64',Guillermo Barros Schelotto places the penalty kick with his right foot to the upper right corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Away,Columbus Crew SC,Guillermo Barros Schelotto,Kevin Hartman,10385,00:30,"Saturday, June 6",2009.0
262186.0,DC United,New York Red Bulls, Regular Season 2009,90'+3',Jaime Moreno places the penalty kick with his right foot to the lower right corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Home,DC United,Jaime Moreno,Jon Conway,11226,23:30,"Thursday, June 4",2009.0
262179.0,New York Red Bulls,Colorado Rapids, Regular Season 2009,45',Juan Pablo Angel powers the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Home,New York Red Bulls,Juan Pablo Angel,Matt Pickens,10762,23:30,"Saturday, May 30",2009.0
262179.0,New York Red Bulls,Colorado Rapids, Regular Season 2009,60',Mehdi Ballouchy powers the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Away,Colorado Rapids,Mehdi Ballouchy,Jon Conway,10762,23:30,"Saturday, May 30",2009.0
262178.0,Chivas USA,Chicago Fire FC, Regular Season 2009,90'+6',Cuauhtemoc Blanco places the penalty kick with his right foot to the lower right corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Away,Chicago Fire FC,Cuauhtemoc Blanco,Zach Thornton,20397,02:30,"Thursday, May 28",2009.0
262178.0,Chivas USA,Chicago Fire FC, Regular Season 2009,37',Maykel Galindo places the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,Chivas USA,Maykel Galindo,Jon Busch,20397,02:30,"Thursday, May 28",2009.0
262178.0,Chivas USA,Chicago Fire FC, Regular Season 2009,25',Cuauhtemoc Blanco places the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Away,Chicago Fire FC,Cuauhtemoc Blanco,Zach Thornton,20397,02:30,"Thursday, May 28",2009.0
262204.0,FC Dallas,Columbus Crew SC, Regular Season 2009,87',Kenny Cooper places the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,FC Dallas,Kenny Cooper,Andy Gruenebaum,8580,00:30,"Saturday, June 20",2009.0
262180.0,New England Revolution,DC United, Regular Season 2009,90',Steve Ralston places the penalty kick with his right foot to the lower right corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Home,New England Revolution,Steve Ralston,Josh Wicks,20478,23:30,"Saturday, May 30",2009.0
262273.0,Chivas USA,New England Revolution, Regular Season 2009,90'+4',Sacha Kljestan places the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,Chivas USA,Sacha Kljestan,Matt Reis,11334,19:00,"Sunday, September 13",2009.0
261988.0,Chivas USA,New York Red Bulls, Regular Season 2009,90'+4',Sacha Kljestan places the penalty kick with his right foot and sends it wide left. What a missed chance!,Missed,Home,Chivas USA,Sacha Kljestan,Bouna Coundoul,14211,02:30,"Saturday, September 26",2009.0
267761.0,New York Red Bulls,LA Galaxy, Regular Season 2009,87',Juan Pablo Angel places the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,New York Red Bulls,Juan Pablo Angel,Donovan Ricketts,23238,00:00,"Thursday, July 16",2009.0
275375.0,New England Revolution,LA Galaxy, Regular Season 2009,83',Steve Ralston places the penalty kick with his right foot to the lower right corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Home,New England Revolution,Steve Ralston,Donovan Ricketts,26623,22:00,"Saturday, August 8",2009.0
284748.0,Columbus Crew SC,Real Salt Lake, Conference Semi-finals,45'+2',Robbie Findley places the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Away,Real Salt Lake,Robbie Findley,Will Hesmer,10109,01:00,"Thursday, November 5",2009.0
284907.0,LA Galaxy,Chivas USA, Conference Semi-finals,73',Landon Donovan places the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,LA Galaxy,Landon Donovan,Zach Thornton,27000,00:30,"Sunday, November 8",2009.0
284963.0,LA Galaxy,Houston Dynamo, Conference Finals,90'+19',Landon Donovan places the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,LA Galaxy,Landon Donovan,Pat Onstad,25373,04:25,"Friday, November 13",2009.0
262155.0,Real Salt Lake,LA Galaxy, Regular Season 2009,90'+2',Will Johnson Penalty - Scored,Goal,Home,Real Salt Lake,Will Johnson,Donovan Ricketts,16155,01:00,"Wednesday, May 6",2009.0
261942.0,Colorado Rapids,Toronto FC, Regular Season 2009,25',Conor Casey powers the penalty kick with his right foot and hits the crossbar. What a missed chance!,Missed,Home,Colorado Rapids,Conor Casey,Stefan Frei,10821,02:00,"Saturday, September 5",2009.0
262078.0,Seattle Sounders FC,New England Revolution, Regular Season 2009,45',Fredy Montero powers the penalty kick with his right foot and hits the crossbar. What a missed chance!,Missed,Home,Seattle Sounders FC,Freddie Ljungberg,Matt Reis,32705,02:00,"Thursday, August 20",2009.0
262211.0,Seattle Sounders FC,Colorado Rapids, Regular Season 2009,35',Omar Cummings places the penalty kick with his right foot and hits the crossbar. What a missed chance!,Missed,Away,Colorado Rapids,Omar Cummings,Kasey Keller,32526,20:00,"Sunday, June 28",2009.0
262182.0,Seattle Sounders FC,Columbus Crew SC, Regular Season 2009,32',Freddie Ljungberg powers the penalty kick with his right foot and sends it wide left. What a missed chance!,Missed,Home,Seattle Sounders FC,Freddie Ljungberg,Andy Gruenebaum,29126,02:30,"Saturday, May 30",2009.0
260862.0,Sporting Kansas City,Toronto FC, Regular Season 2009,80',Dwayne De Rosario powers the penalty kick with his right foot and sends it over the crossbar. What a missed chance!,Missed,Away,Toronto FC,Dwayne De Rosario,Kevin Hartman,10385,00:30,"Saturday, March 21",2009.0
262274.0,Columbus Crew SC,Houston Dynamo, Regular Season 2009,90'+2',Eddie Gaven places the penalty kick with his right foot low through the middle and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,Columbus Crew SC,Eddie Gaven,Pat Onstad,14306,21:00,"Sunday, September 13",2009.0
262155.0,Real Salt Lake,LA Galaxy, Regular Season 2009,90'+1',Landon Donovan Penalty - Scored,Goal,Away,LA Galaxy,Landon Donovan,Chris Seitz,16155,01:00,"Wednesday, May 6",2009.0
262164.0,New England Revolution,Colorado Rapids, Regular Season 2009,18',Steve Ralston places the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,New England Revolution,Steve Ralston,Matt Pickens,10677,23:30,"Saturday, May 16",2009.0
262084.0,Chicago Fire FC,Colorado Rapids, Regular Season 2009,72',Cuauhtemoc Blanco places the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Home,Chicago Fire FC,Cuauhtemoc Blanco,Matt Pickens,12563,22:00,"Sunday, August 23",2009.0
260859.0,FC Dallas,Chicago Fire FC, Regular Season 2009,51',Brian McBride places the penalty kick with his right foot to the lower right corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Away,Chicago Fire FC,Brian McBride,Dario Sala,15905,00:30,"Saturday, March 21",2009.0
260863.0,LA Galaxy,DC United, Regular Season 2009,44',Christian Gomez places the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Away,DC United,Christian Gomez,Josh Saunders,18013,19:00,"Sunday, March 22",2009.0
260863.0,LA Galaxy,DC United, Regular Season 2009,80',Landon Donovan places the penalty kick with his right foot to the lower right corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,LA Galaxy,Landon Donovan,Josh Wicks,18013,19:00,"Sunday, March 22",2009.0
260864.0,Columbus Crew SC,Toronto FC, Regular Season 2009,30',Guillermo Barros Schelotto powers the penalty kick with his right foot high through the middle and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,Columbus Crew SC,Guillermo Barros Schelotto,Stefan Frei,14686,20:00,"Saturday, March 28",2009.0
261938.0,FC Dallas,DC United, Regular Season 2009,58',Jaime Moreno places the penalty kick with his right foot to the lower right corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Away,DC United,Jaime Moreno,Dario Sala,6523,00:00,"Saturday, September 5",2009.0
261954.0,DC United,Colorado Rapids, Regular Season 2009,47',Jaime Moreno powers the penalty kick with his right foot to the upper left corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Home,DC United,Jaime Moreno,Matt Pickens,14370,00:00,"Saturday, July 18",2009.0
262152.0,LA Galaxy,New York Red Bulls, Regular Season 2009,39',Landon Donovan places the penalty kick with his right foot to the lower right corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Home,LA Galaxy,Landon Donovan,Jon Conway,21005,02:30,"Saturday, May 2",2009.0
261964.0,Real Salt Lake,FC Dallas, Regular Season 2009,62',Robbie Findley places the penalty kick with his right foot to the lower right corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Home,Real Salt Lake,Robbie Findley,Ray Burse,18822,02:00,"Friday, July 24",2009.0
261967.0,San Jose Earthquakes,Colorado Rapids, Regular Season 2009,90'+5',Conor Casey powers the penalty kick with his right foot low through the middle and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Away,Colorado Rapids,Conor Casey,Joe Cannon,10525,03:00,"Friday, September 18",2009.0
261977.0,Chicago Fire FC,Columbus Crew SC, Regular Season 2009,79',Guillermo Barros Schelotto powers the penalty kick with his right foot low through the middle and scores!! The goalkeeper was nowhere near the shot.,Goal,Away,Columbus Crew SC,Guillermo Barros Schelotto,Jon Busch,16549,19:00,"Sunday, September 20",2009.0
261980.0,San Jose Earthquakes,DC United, Regular Season 2009,62',Cornell Glen places the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,San Jose Earthquakes,Cornell Glen,Josh Wicks,9022,02:30,"Saturday, July 25",2009.0
261981.0,Colorado Rapids,San Jose Earthquakes, Regular Season 2009,67',Chris Wondolowski powers the penalty kick with his right foot low through the middle and scores!! The goalkeeper was nowhere near the shot.,Goal,Away,San Jose Earthquakes,Chris Wondolowski,Preston Burpo,6234,01:30,"Wednesday, September 23",2009.0
261981.0,Colorado Rapids,San Jose Earthquakes, Regular Season 2009,90'+1',Conor Casey powers the penalty kick with his right foot to the lower right corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,Colorado Rapids,Conor Casey,Joe Cannon,6234,01:30,"Wednesday, September 23",2009.0
261980.0,San Jose Earthquakes,DC United, Regular Season 2009,3',Christian Gomez places the penalty kick with his right foot to the lower right corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Away,DC United,Christian Gomez,Joe Cannon,9022,02:30,"Saturday, July 25",2009.0
261999.0,Colorado Rapids,New England Revolution, Regular Season 2009,58',Conor Casey places the penalty kick with his right foot to the lower right corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,Colorado Rapids,Conor Casey,Matt Reis,16535,01:00,"Saturday, October 3",2009.0
262062.0,Sporting Kansas City,DC United, Regular Season 2009,67',Jaime Moreno places the penalty kick with his right foot to the upper left corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Away,DC United,Jaime Moreno,Kevin Hartman,10385,01:30,"Saturday, October 24",2009.0
262057.0,FC Dallas,Toronto FC, Regular Season 2009,84',Kenny Cooper powers the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,FC Dallas,Kenny Cooper,Stefan Frei,6813,23:00,"Sunday, April 19",2009.0
262038.0,Houston Dynamo,Chicago Fire FC, Regular Season 2009,84',Stuart Holden powers the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Home,Houston Dynamo,Stuart Holden,Jon Busch,12847,00:30,"Sunday, August 9",2009.0
261984.0,New England Revolution,Seattle Sounders FC, Regular Season 2009,51',Shalrie Joseph places the penalty kick with his right foot to the upper left corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Home,New England Revolution,Shalrie Joseph,Kasey Keller,15961,23:30,"Saturday, September 26",2009.0
262033.0,San Jose Earthquakes,Chicago Fire FC, Regular Season 2009,75',Arturo Alvarez places the penalty kick with his left foot to the lower right corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,San Jose Earthquakes,Arturo Alvarez,Jon Busch,9717,20:00,"Saturday, April 11",2009.0
262062.0,Sporting Kansas City,DC United, Regular Season 2009,90'+2',Claudio Lopez places the penalty kick with his left foot low through the middle and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Home,Sporting Kansas City,Claudio Lopez,Steve Cronin,10385,01:30,"Saturday, October 24",2009.0
262071.0,Chivas USA,Houston Dynamo, Regular Season 2009,88',Eduardo Lillingston powers the penalty kick with his right foot to the upper right corner and scores!! The goalkeeper guessed correctly but could not stop the shot.,Goal,Home,Chivas USA,Eduardo Lillingston,Pat Onstad,14523,19:00,"Sunday, October 25",2009.0
262025.0,Colorado Rapids,Chivas USA, Regular Season 2009,45'+2',Conor Casey places the penalty kick with his right foot high through the middle and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,Colorado Rapids,Conor Casey,Lance Parker,13364,01:30,"Saturday, August 8",2009.0
262016.0,New England Revolution,FC Dallas, Regular Season 2009,80',Steve Ralston places the penalty kick with his right foot to the lower right corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,New England Revolution,Steve Ralston,Ray Burse,11314,23:30,"Saturday, April 4",2009.0
262006.0,FC Dallas,Sporting Kansas City, Regular Season 2009,66',Jeff Cunningham places the penalty kick with his right foot to the lower left corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,FC Dallas,Jeff Cunningham,Kevin Hartman,10317,00:30,"Saturday, August 1",2009.0
262005.0,Houston Dynamo,DC United, Regular Season 2009,66',Stuart Holden places the penalty kick with his right foot high through the middle and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,Houston Dynamo,Stuart Holden,Josh Wicks,14694,00:30,"Saturday, August 1",2009.0
262002.0,San Jose Earthquakes,New York Red Bulls, Regular Season 2009,24',Ryan Johnson places the penalty kick with his left foot to the lower right corner and scores!! The goalkeeper was nowhere near the shot.,Goal,Home,San Jose Earthquakes,Ryan Johnson,Bouna Coundoul,10525,03:00,"Saturday, October 3",2009.0
289832.0,Toronto FC,New York Red Bulls, Regular Season 2010,60',Juan Pablo Angel Penalty - Scored,Goal,Away,New York Red Bulls,Juan Pablo Angel,Stefan Frei,21859,17:00,"Saturday, August 21",2010.0
289875.0,Toronto FC,San Jose Earthquakes, Regular Season 2010,2',Chris Wondolowski Penalty - Scored,Goal,Away,San Jose Earthquakes,Chris Wondolowski,Stefan Frei,20172,20:00,"Saturday, September 25",2010.0
289873.0,LA Galaxy,New York Red Bulls, Regular Season 2010,59',Juan Pablo Angel Penalty - Scored,Goal,Away,New York Red Bulls,Juan Pablo Angel,Donovan Ricketts,27000,03:00,"Friday, September 24",2010.0
289872.0,FC Dallas,New England Revolution, Regular Season 2010,80',David Ferreira Penalty - Scored,Goal,Home,FC Dallas,David Ferreira,Matt Reis,10617,00:30,"Wednesday, September 22",2010.0
289866.0,Columbus Crew SC,Seattle Sounders FC, Regular Season 2010,41',Nathan Sturgis Penalty - Scored,Goal,Away,Seattle Sounders FC,Nathan Sturgis,William Hesler,14109,23:30,"Saturday, September 18",2010.0
289845.0,Seattle Sounders FC,Chicago Fire FC, Regular Season 2010,28',John Thorrington Penalty - Scored,Goal,Away,Chicago Fire FC,John Thorrington,Kasey Keller,36111,02:30,"Saturday, August 28",2010.0
289834.0,Columbus Crew SC,Colorado Rapids, Regular Season 2010,5',Guillermo Barros Schelotto Penalty - Scored,Goal,Home,Columbus Crew SC,Guillermo Barros Schelotto,Matt Pickens,12152,23:30,"Saturday, August 21",2010.0
289877.0,New England Revolution,Columbus Crew SC, Regular Season 2010,55',Shalrie Joseph Penalty - Scored,Goal,Home,New England Revolution,Shalrie Joseph,William Hesler,11589,23:30,"Saturday, September 25",2010.0
